"item_num","product_name","description","category","score","buy_link","video_link","image_link","review_link"
36,"Teva Arrowood Riva Mid WP Boots","Take a stroll in comfort, no matter the conditions. The Teva Arrowood Riva Mid WP boots have highly breathable eVent® membranes for waterproof protection when the weather is poor.","shoes",8,"https://www.rei.com/product/120664/teva-arrowood-riva-mid-wp-boots-mens",NULL,"https://www.rei.com/media/b9579e53-a9a7-4b38-bd3e-068877d74c9c?size=1020x510","https://www.amazon.com/Teva-Arrowood-Riva-Mid-Men/dp/B01N4FRKDM/ref=sr_1_fkmr1_3?ie=UTF8&qid=1517888570&sr=8-3-fkmr1&keywords=Teva+Arrowood+Riva+Mid+WP+Boots#customerReviews"
37,"The North Face Hedgehog Mid Gore-Tex Hiking Boots","With waterproof breathable protection, Cradle Guide midsole support and durable Vibram® outsoles, The North Face Hedgehog Fastpack Mid Gore-Tex® men's hiking boots travel fast.","shoes",8,"https://www.rei.com/product/114091/the-north-face-hedgehog-fastpack-mid-gore-tex-hiking-boots-mens",NULL,"https://www.rei.com/media/9616f0f1-6568-454b-a0ee-14b977ed0590?size=1020x510","https://www.amazon.com/Mens-Hedgehog-Gore-Tex-Hiking-Graph/dp/B01MT0TDQF/ref=sr_1_1?s=apparel&ie=UTF8&qid=1517888633&sr=1-1&nodeID=7141123011&psd=1&keywords=The+North+Face+Hedgehog+Fastpack+Mid+Gore-Tex+Hiking+Boots#customerReviews"
38,"Lowa Zephyr GTX Hi TF Hiking Boots","Designed to be faster, lighter boots that can tackle punishing conditions, the tall-shafted Lowa Zephyr GTX Hi TF hiking boots offer great support and rebound with a waterproof lining.","shoes",8,"https://www.rei.com/product/105339/lowa-zephyr-gtx-hi-tf-hiking-boots-mens",NULL,"https://www.rei.com/media/4ed4b226-738a-4d11-ae51-ae76463dbe9b?size=1020x510","https://www.amazon.com/product-reviews/B002MPPVCI/ref=acr_search_see_all?ie=UTF8&showViewpoints=1"
39,"Merrell Moab 2 Mid WP Hiking Boots","Waterproof Merrell Moab 2 WP Mid hikers deliver out-of-the-box comfort with durable leather, supportive footbeds and Vibram traction. Wear them and you'll know why Moab stands for Mother-Of-All-Boots.","shoes",8,"https://www.rei.com/product/113731/merrell-moab-2-mid-wp-hiking-boots-womens",NULL,"https://www.rei.com/media/4e6ff51e-fe62-48e8-88a3-f0ceb22b4bde?size=1020x510","https://www.amazon.com/Merrell-Womens-Waterproof-Hiking-Bungee/dp/B01HFL99EY/ref=ice_ac_b_dpb?ie=UTF8&qid=1517888834&sr=8-1&keywords=Merrell+Moab+2+Mid+WP+Hiking+Boots+-+Women%27s#customerReviews"
40,"The North Face Endurus Mid GTX Hiking Boots ","Waterproof, breathable and incredibly comfortable, The North Face Endurus Mid GTX women's hiking boots offer XtraFoam cushioning for a soft ride with dependable stability.","shoes",8,"https://www.rei.com/product/113998/the-north-face-endurus-mid-gtx-hiking-boots-womens",NULL,"https://www.rei.com/media/8ea8628d-26db-4dea-a926-df3a7df4fd57?size=1020x510","https://www.rei.com/product/113998/the-north-face-endurus-mid-gtx-hiking-boots-womens"
41,"REI Co-op Flash 45 Pack","Make your weekend trip a walk in the park with the men's REI Co-op Flash 45 pack. It has load-stabilizing tech, a contoured hipbelt, a breathable back panel and attachment points for all your gear.","backpacks",8,"https://www.rei.com/product/111161/rei-co-op-flash-45-pack-mens",NULL,"https://www.rei.com/media/a5c2fec1-69c1-478a-b569-1c398b9f9b7f?size=1020x510","https://www.rei.com/product/111161/rei-co-op-flash-45-pack-mens"
42,"Mammut Trion Pro 50","","backpacks",8,"https://www.rei.com/product/125250/mammut-trion-pro-50-7-pack",NULL,"https://www.rei.com/media/cf8334bc-8823-4256-aeac-45de4a6b784c?size=1020x510",""
43,"Osprey Aether AG 85 Pack","The Mammut Trion Pro 50 + 7 alpine pack sports an extra-durable, nearly waterproof shell with plenty of ski and snow-tool straps for winter expeditions and all-season climbing adventures.","backpacks",8,"https://www.rei.com/product/111286/osprey-aether-ag-85-pack-mens",NULL,"https://www.rei.com/media/9188cae4-5c27-4179-85a7-175aa5ed2830?size=1020x510","https://www.rei.com/product/111286/osprey-aether-ag-85-pack-mens"
44,"Kelty Trekker 65 Pack","Carrying on a tradition of indestructible construction and plenty of pockets, the Kelty Trekker 65 pack offers a simple, comfortable, lightweight design that makes it a favorite on the trail.","backpacks",8,"https://www.rei.com/product/895713/kelty-trekker-65-pack",NULL,"https://www.rei.com/media/d1e67716-0af1-453a-a773-e44ca77cf38d?size=1020x510","https://www.rei.com/product/895713/kelty-trekker-65-pack"
45,"Teva Arrowood Riva Mid WP Boots - Men's","Leather uppers with eVent® waterproof and breathable membranes seal out the elements to keep your feet dry. EVA foam midsoles with high-rebound heel pads add lightweight cushioning. Responsive polyurethane footbeds put a spring in your step. Nylon shanks stabilize and support your feet on uneven ground. Rubberized toe caps protect against toe stubs. Durable Vibram® rubber outsoles stand up to the demands of rugged terrain.","clothing",8,"https://www.rei.com/product/120664/teva-arrowood-riva-mid-wp-boots-mens",NULL,"https://www.rei.com/media/b9579e53-a9a7-4b38-bd3e-068877d74c9c?size=1020x510","https://www.rei.com/product/120664/teva-arrowood-riva-mid-wp-boots-mens"
46,"Danner Instigator GTX Hiking Boots","The Instigator GTX boot combines athletic performance with traditional Danner toughness. The full grain leather upper offers comfort and rugged durability while the GORE-TEX lining provides waterproof, breathable protection. Danner?s patented TERRA FORCE support system, with the Approach TFX outsole provides lightweight, durable traction, heel-to-toe energy transfer, side support to enhance maneuverability, and protection from foot fatigue.","clothing",7,"https://www.amazon.com/Danner-Mens-Instigator-Inch-Outdoor/dp/B00JKI50KI",NULL,"https://images-na.ssl-images-amazon.com/images/I/91x8Hjva6rL._UX395_.jpg","https://www.amazon.com/Danner-Mens-Instigator-Inch-Outdoor/dp/B00JKI50KI#customerReviews"
47,"Merrell Moab 2 Mid WP Hiking Boots - Women's","Performance suede leather and mesh uppers have protective rubber toe caps. M-Select Dry membranes seal out water and let moisture escape so you stay dry when you're on the move. Bellowed, closed-cell foam tongues keep moisture and debris out. Merrell M Select Fit.Eco + blended - EVA, contoured footbeds with zonal arch and heel support. Merrell air cushion in the heels absorbs shock and adds stability. EVA midsoles for stability and comfort. Molded nylon arch shank adds stability. Vibram TC5 + outsoles have a 5mm lug depth for grip.","clothing",9,"https://www.rei.com/product/113731/merrell-moab-2-mid-wp-hiking-boots-womens",NULL,"https://www.rei.com/media/4e6ff51e-fe62-48e8-88a3-f0ceb22b4bde?size=1020x510","https://www.rei.com/product/113731/merrell-moab-2-mid-wp-hiking-boots-womens"
48,"Danner Light II Women's Hiking Boots","The Danner Light II is USA made, classically designed, and packed with features. A nubuck leather and 1000 Denier nylon upper combined with Danner's stitchdown construction, offer unparalleled durability and stability.The waterproof, breathable GORE - TEX lining keeps feet dry, and the Vibram Kletterlift outsole provides lightweight comfort, superb shock absorption, and great traction and stability on both wet and dry surfaces.","clothing",6,"https://www.lapolicegear.com/danner-hiking-boots-33000.html",NULL,"https://images.yswcdn.com/1409189516423803459-ql-85/505/475/ay/policestuff/danner-light-ii-women-s-hiking-boots-42.gif","https://www.amazon.com/Danner-Womens-Light-II-Outdoor/dp/B002OSY0DE#customerReviews"
49,"North Face Endurus Mid GTX Hiking Boots - Women's","Waterproof, breathable Gore-Tex® membranes deliver weather protection. Seamless, welded thermoplastic polyurethane(TPU) geometric quarter panels lock down feet to support and provide optimal breathability. TPU welded over synthetic toe caps delivers rugged toe protection. FlashDry® collar lining keeps your feet cool and dry. Industry-leading OrthoLite footbeds supply long - lasting comfort. Proprietary XtraFoam midsoles have a soft-density foam underfoot for superior comfort and a firm - density EVA around the perimeter for inherent stability on the trail. ESS Snake Plate forefoot to midfoot provides torsional rigidity and protection from stone bruising. Vibram XS Trek rubber outsoles employ 4mm outsole lugs with biting edges for durable multi-terrain traction.","clothing",8,"https://www.rei.com/product/113998/the-north-face-endurus-mid-gtx-hiking-boots-womens",NULL,"https://www.rei.com/media/8ea8628d-26db-4dea-a926-df3a7df4fd57?size=1020x510","https://www.rei.com/product/113998/the-north-face-endurus-mid-gtx-hiking-boots-womens"
50,"REI Co-op Flash 45 Pack - Men's","REI UpLift™ Compression technology pulls the pack load up and in, closer to your center of gravity, to improve your balance and stability. A 3D contoured hipbelt provides all-day comfort and stability. An REI Packnit™ back panel with triangle foam increases airflow and breathability. Water bottle pockets have secure snap closures and are positioned forward on the hipbelt so you don't have to remove the pack to grab your drink. Removable top lid offers customizable pack volume. Large mesh pocket in the front provides easy access to frequently needed items. Attachment loops on the front allow ice axes, tools and more to be lashed on. Hydration - compatible design.","bagsandpacks",10,"https://www.rei.com/product/111161/rei-co-op-flash-45-pack-mens",NULL,"https://www.rei.com/media/a5c2fec1-69c1-478a-b569-1c398b9f9b7f?size=1020x510","https://www.rei.com/product/111161/rei-co-op-flash-45-pack-mens"
51,"Mammut Trion Pro 50 + 7 Pack","Extremely durable nylon shell provides nearly waterproof protection, supporting a 5000mm water column. Removable hipbelt with gear loops allows unobstructed access to your climbing harness and a streamlined profile for air travel. Removable floating top lid with 7 - liter powder skirt allows extra weather-protected space for winter expeditions. Huge, zippered back panel allows fast and easy access to the entire main compartment. Reinforced front zip pocket provides easy access to crampons, shovel, probe, or an extra layer. Side-compression straps buckle across the front of the pack for additional carrying options. Reinforced A - frame ski-carry straps; ice tool holder; rope carry strap under lid; multiple lash points. Hydration port and sleeve(reservoir not included).","bagsandpacks",7,"https://www.rei.com/product/878787/mammut-trion-pro-50-7-pack",NULL,"https://www.rei.com/media/5cb57818-a2a5-4000-8631-005b9c4859aa?size=1020x510","https://www.rei.com/product/878787/mammut-trion-pro-50-7-pack"
52,"LA Police Gear Atlas 72 Hour Tactical Backpack","LA Police Gear's Atlas line of Tactical Backpacks are so packed with features, we're truly besides ourselves. Just like all LAPG products, these backpacks are a tremendous value, but don't sacrifice on quality or materials. We've upped the ante even more with the Atlas Backpacks, as they are made from ultra-tough 900D Polyester with a PVC Coating. So as to not scream \"tactical\" so much, we've utilized laser cut molle on all areas of the packs. Last but definitely not least, we have added a new feature to the straps of the Atlas line that allows you to buckle in our LAPG Tactical Chest Pack Attachment directly to the backpack.The Chest Pack is a versatile carrying system that basically gives the storage of another backpack.Great for CCW, small items, or anything you can think of! We spent a long time on the drawing board and on the trail with the Atlas backpacks and know that it shows.You won't be disappointed.","bagsandpacks",9,"https://www.lapolicegear.com/lapg-bg-72h-pack-atlas.html",NULL,"https://images.yswcdn.com/1409189516423803459-ql-85/369/490/ay/policestuff/la-police-gear-atlas-72-hour-tactical-backpack-5.gif","https://www.lapolicegear.com/lapg-bg-72h-pack-atlas.html"
53,"5.11 Tactical RUSH 24 Bag 58601","Our most popular tactical backpack, the RUSH24™ is designed to provide superior storage capacity and organization without slowing you down. The roomy main compartment offers three interior mesh organizer pockets to keep small accessories organized, a padded hydration pocket keeps you moving, and a fleece-lined sunglass pocket keeps your eyewear within easy reach. Dual side storage compartments offer double-zip access, a large stuff-it pocket with an integrated draw cord provides expandable storage when you need it, and contoured compression straps ensure a stable, comfortable carry. A wrap-around web platform is MOLLE/5.11 SlickStick® System compatible, allowing you to customize your storage options as you see fit. Easily the best tactical backpack choice for a wide range of applications, the RUSH24 combines superior mobility and enhanced storage with customizable functionality that excels in any environment.","bagsandpacks",9,"https://www.lapolicegear.com/511-tactical-rush-24-bag.html",NULL,"https://images.yswcdn.com/1409189516423803459-ql-85/437/490/ay/policestuff/5-11-tactical-rush-24-bag-58601-9.gif","https://www.lapolicegear.com/511-tactical-rush-24-bag.html"
54,"Rothco Top Load Canvas Duffle Bag","Rothco's Heavyweight Top Load Cotton Canvas Duffle Bag is made from a durable cotton canvas designed to carry heavy loads of gear.Rothco is the foremost supplier of military, tactical, outdoor, survival clothing and gear.","bagsandpacks",8,"https://www.amazon.com/Rothco-Load-Canvas-Duffle-Olive/dp/B001FC8AFY/ref=sr_1_3?s=sporting-goods&ie=UTF8&qid=1517903012&sr=1-3&keywords=military+duffle+bag",NULL,"https://images-na.ssl-images-amazon.com/images/I/31%2B323JPvfL.jpg","https://www.amazon.com/Rothco-Load-Canvas-Duffle-Olive/dp/B001FC8AFY/ref=sr_1_3?s=sporting-goods&ie=UTF8&qid=1517903012&sr=1-3&keywords=military+duffle+bag#customerReviews"
55,"LA Police Gear Zombie Hunter Bag","So we know what you're thinking. A \"Zombie Hunter\" Bag? Really LAPG? Well, this bag is no joke. This thing is packed with features in a compact size. It is great for range use, to keep in your car, office or home as a bug out bag, or of course as a zombie apocalypse survival bag.","bagsandpacks",10,"https://www.lapolicegear.com/lapg-zombie-hunter-bag.html",NULL,"https://images.yswcdn.com/1409189516423803459-ql-85/505/447/ay/policestuff/la-police-gear-zombie-hunter-bag-65.gif","https://www.lapolicegear.com/lapg-zombie-hunter-bag.html"
56,"Streamlight Bandit Headlamp","Going for a run or need a hands-free light for up-close tasks? Reach for the Bandit - a lightweight, low-profile headlamp designed just for you. It is USB rechargeable and provides 180 lumens of bright, even light.","lighting",6,"https://www.lapolicegear.com/st-bandit-headlamp.html",NULL,"https://images.yswcdn.com/1409189516423803459-ql-85/358/134/ay/policestuff/streamlight-bandit-headlamp-1.gif","https://www.amazon.com/Streamlight-61700-Bandit-headstrap-Yellow/dp/B06W2HTGFL#customerReviews"
57,"Streamlight 61400 Enduro Impact Resistant Headlamp with Elastic Strap, Black","The Enduro is the most compact, lightweight, high performance, ergonomically developed LED headlamp on the market today. At only 2.75 ounces (with batteries), this headlamp uses two 1.5-volt AAA batteries for a combined performance at the top of the sub-compact headlamp category. The Enduro has been specifically engineered to minimize weight and maximize run time. The lights optimized center of gravity provides maximum wearer comfort and stability during use and the integral hat clip allows the light to be attached to the brim of a hat or on the wearer's shirt or jacket without the need for a head strap.This headlamp offers High and Low lighting modes, and is packaged with Rubber / Elastic Combo head strap.","lighting",6,"https://www.amazon.com/Streamlight-61400-Resistant-Headlamp-Elastic/dp/B000JWD114",NULL,"https://images-na.ssl-images-amazon.com/images/I/71LKkTu1xgL._SL1500_.jpg","https://www.amazon.com/Streamlight-61400-Resistant-Headlamp-Elastic/dp/B000JWD114#customerReviews"
58,"Princeton Tec Remix Pro NOD Kit Headlamp","When the US Military makes a request, Princeton Tec takes action. The Remix Pro is powered by a single CR123 battery providing excelled performance in cold weather, light weight and compact size. While having multiple output modes to meet various requirements, the light always starts in low mode. Combining these features with a large on/off button, an easy access battery door and a reliable asymmetrical bracket, The Remix Pro is equipped to endure the rigors of your next adventure.","lighting",9,"https://www.lapolicegear.com/pri-hyb123-headlamp.html",NULL,"https://images-na.ssl-images-amazon.com/images/I/61HMvNBO8sL._SL1200_.jpg","https://www.amazon.com/Princeton-Tec-Remix-Pro-Headlamp/dp/B01H8FI34E#customerReviews"
59,"SureFire G2X Series LED Flashlights with tough Nitrolon body","Virtually indestructible LED emitter regulated to maximize light output and runtime. Two output levels - high of 400 lumens for maximum light, and low of 15 lumens for extended runtime. Dual - output tailcap switch meets needs of LE - press for momentary - on high, click for constant - on high; return to off and press or click again for low. Precision micro - textured reflector creates smooth, optimized beam. Tough Nitrolon body, anodized aluminum bezel.","lighting",9,"https://www.amazon.com/SureFire-Flashlight-leading-click-switch-Enforcement/dp/B00U855UPM/ref=sr_1_3?s=sporting-goods&ie=UTF8&qid=1517279071&sr=1-3&keywords=Surefire",NULL,"https://images-na.ssl-images-amazon.com/images/I/81ZNx184gZL._SL1500_.jpg","https://www.amazon.com/SureFire-Flashlight-leading-click-switch-Enforcement/dp/B00U855UPM/ref=sr_1_3?s=sporting-goods&ie=UTF8&qid=1517279071&sr=1-3&keywords=Surefire#customerReviews"
60,"SureFire 6PX Series LED Flashlights","Virtually indestructible LED emitter regulated to maximize light output and runtime. Two output levels - high of 320 lumens for maximum light, and low of 15 lumens for extended runtime. Dual - output tailcap click switch--press for momentary - on low, click for constant - on low, return to off then press or click again for high. Precision micro - textured reflector creates smooth, optimized beam. High-strength aerospace aluminum body, Mil-Spec hard-anodized for extreme durability.","lighting",10,"https://www.amazon.com/SureFire-6PX-Series-LED-Flashlights/dp/B01JGT9Y3Y/ref=pd_sbs_200_3?_encoding=UTF8&pd_rd_i=B01JGT9Y3Y&pd_rd_r=PTADYJKVR0XTSX5YVW4D&pd_rd_w=nUMwT&pd_rd_wg=693gB&refRID=PTADYJKVR0XTSX5YVW4D",NULL,"http://cdn.surefire.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/p/6px-tactical-angle.png","https://www.amazon.com/SureFire-6PX-Series-LED-Flashlights/dp/B01JGT9Y3Y/ref=pd_sbs_200_3?_encoding=UTF8&pd_rd_i=B01JGT9Y3Y&pd_rd_r=PTADYJKVR0XTSX5YVW4D&pd_rd_w=nUMwT&pd_rd_wg=693gB&refRID=PTADYJKVR0XTSX5YVW4D#customerReviews"
61,"SureFire E1B-MV Backup Flashlights with Dual Output LED with MaxVision Beam Technology","The sleek, compact E1B-MV has the broad max vision beam that is optimized for your field of vision with plenty of peripheral illumination. It is designed as an outstanding everyday-carry light for most any application. Click-type switch - partially press tail cap pushbutton for momentary-on high output; press further to click constant-on high. Return to off and press or click again within two seconds for low output. The brilliant 400-lumen high output beam provides a broad max vision beam that is optimized for your field of vision with plenty of peripheral illumination. The lumen low output is perfect for reading a map, checking an ID, or navigating in low light with minimal degradation to your dark-adapted vision. The backup can run at this level for 50 hours, a valuable feature for outdoor or emergency situations. A tough, lightweight mil-spec hard-anodized aluminum body protects the E1B-MV backup's sophisticated electronics, and its smooth contours minimize clothing snag and pressure points. A two-way clip allows head-up or head - down carry.","lighting",7,"https://www.amazon.com/SureFire-E1B-MV-Flashlights-MaxVision-Technology/dp/B06XY5F5FQ",NULL,"https://images-na.ssl-images-amazon.com/images/I/71ItpWlHpuL._SL1500_.jpg","https://www.amazon.com/SureFire-E1B-MV-Flashlights-MaxVision-Technology/dp/B06XY5F5FQ#customerReviews"
62,"Marmot Limestone 4P Tent","Zone Pre-Bend construction creates vertical interior walls, providing a big sleeping area and extra head room. One super- size double door and one rear D - shaped door with a large front vestibule allow you to easily get all of your gear inside for dry storage. Seam - taped, full-coverage fly with vents keeps out water but lets air in to keep conditions as comfortable as possible. Color-coded Easy Pitch clips and poles with pole sleeve-clip combination make pitching quick and simple. Lampshade pocket securely holds your headlamp, so you can use it to light up your living space. Catenary - cut floor with straight edges at the perimeter increases floor space and is seam - taped to help prevent leaks. Interior pockets keep small essentials neatly organized and within easy reach.","shelter",8,"https://www.rei.com/product/110892/marmot-limestone-4p-tent",NULL,"https://www.rei.com/media/8bda87e5-b334-4c38-bf34-86bbacc87c04?size=1020x510","https://www.rei.com/product/110892/marmot-limestone-4p-tent"
63,"REI Co-op Kingdom 4 Tent","Vertical walls and rectangular floor plan maximize livable space. Stable, freestanding 4 - person design; 2 hubbed pole assemblies, pole clips and sleeves. 2 huge doors with 4 zipper sliders. Bug-proof mesh paneling and doors. 1 vestibule / 1 weather-protective awning. Multiple interior storage options. Seam - sealed waterproof polyester fly. Seam - sealed, cut-in floor. Connect Tech zipper attachment lets you add more living space or storage with add - on accessories, sold separately. Includes backpack carry bag with pockets for poles and stakes, along with 8 stakes, 6 guylines with tighteners and a pole repair tube. Footprint and garage sold separately.","shelter",8,"https://www.rei.com/product/894015/rei-co-op-kingdom-4-tent",NULL,"https://www.rei.com/media/bdabe369-bb27-4007-b805-38fb3040fe37?size=1020x510","https://www.rei.com/product/894015/rei-co-op-kingdom-4-tent"
64,"REI Co-op Half Dome 2 Plus Tent","Improved pole architecture boosts liveable space; vertical side walls provide generous head and shoulder room. Mesh panels in upper portion of tent improve ventilation and views; ripstop panels in lower portion of tent provide privacy, reduce drafts and exposure to blowing dust/dirt. REI Exclusive tension-truss architecture creates stable vertical sidewalls for generous space and plenty of headroom. 2 large doors and 2 vestibules offer easy access and additional covered storage. Hubbed, color-coded pole assembly simplifies setup. Pockets and hang loops help organize the interior. When zipped open, doors stash out of the way in pockets just inside the door opening. Fly design allows sides and ends to be rolled up to maximize views and airflow; everything also rolls down quickly if a storm blows in. Fly has 4 ceiling vents that provide airflow to prevent condensation buildup. Includes guylines with tighteners, pole-repair tube, pole bag 8 stakes and stake bag. Fly/footprint minimalist pitch option lets you leave the tent at home and use the fly, poles and footprint(sold separately) as a lightweight shelter.","shelter",8,"https://www.rei.com/product/128692/rei-co-op-half-dome-2-plus-tent",NULL,"https://www.rei.com/media/987133a9-eb2a-4453-b507-27b2b7e2fe02?size=1020x510","https://www.switchbacktravel.com/reviews/rei-half-dome-2-tent"
65,"SOL Emergency Shelter Kit","The SOL Emergency Shelter contains everything you need to rig a lean-to shelter or tarp canopy to protect you from of the elements. Heavy-duty heat-reflective blanket reflects 90% of your body heat back to you to keep you warm. Measures 96 in.x 60 in.and is 2.5 - times thicker than the SOL Survival Blanket. Lightweight anodized aluminum stakes are just what you need to keep the shelter staked down. Includes four 96 in.lengths of reflective 2.5mm cord with glow -in -the - dark micro cord tensioners for setting up. Detailed emergency shelter rigging instructions are included.","shelter",7,"https://www.rei.com/product/100134/sol-emergency-shelter-kit",NULL,"https://www.rei.com/media/0f1a5d91-bb87-4010-a00e-53743c181fc4?size=1020x510","https://www.amazon.com/S-Survive-Outdoors-Longer-Emergency/dp/B00EVGD1IW#customerReviews"
66,"Kelty TraiLogic TN2 Tent","Stargazing Fly rolls back for unobstructed nighttime views and deploys easily for coverage—without exiting the tent—if the weather changes. Freestanding tent body features 2 doors, a color - coded clip design, taped floor seams, mesh wall panels, internal storage pockets and DAC Jake's Foot mini pole attachments. Rainfly features 2 vestibules, taped seams, DAC Jake's Foot attachments, airflow vents, welded clear windows, noiseless zipper pulls and guyout points. Includes aluminum DAC® Pressfit poles that feature a securely fixed, pressed-in ferrule, ensuring the poles will remain strong and reliable.","shelter",9,"https://www.rei.com/product/865452/kelty-trailogic-tn2-tent",NULL,"https://www.rei.com/media/9dfed588-027a-4428-8a72-2c76f83df6fd?size=1020x510","https://www.amazon.com/Kelty-TN-2-Person-Tent/dp/B00G6KURDI#customerReviews"
67,"Mountain House Chili Mac with Beef","Mountain House Chili Mac is the best way to enjoy real chili flavor with beef, beans and macaroni in a compact, vacuum packed, just-add-water pouch. Perfect for climbers, mountaineers and for those where space is a premium.","foodandhydration",10,"https://www.amazon.com/Mountain-House-Chili-Beef-Pro-Pak/dp/B000KDH4XS/ref=sr_1_3?s=sporting-goods&ie=UTF8&qid=1517905878&sr=1-3&keywords=mountain+house",NULL,"https://images-na.ssl-images-amazon.com/images/I/61Vr2xGq7mL._SL1200_.jpg","https://www.amazon.com/Mountain-House-Chili-Beef-Pro-Pak/dp/B000KDH4XS/ref=sr_1_3?s=sporting-goods&ie=UTF8&qid=1517905878&sr=1-3&keywords=mountain+house#customerReviews"
68,"Mountain House Lasagna with Meat Sauce","Imagine sitting at the summit of your next climb eating a hot, flavorful meal of Lasagna with Meat sauce while gazing on the landscape below. Made with pasta, cheese and a rich meat sauce, you can enjoy real Italian style flavor anywhere your adventures take you. Packed into a compact, vacuum sealed pouch, simply add hot water to the pouch and in about 8-10 minutes you’ll have a delicious meal.","foodandhydration",9,"https://www.amazon.com/Mountain-House-Lasagna-Sauce-Pro-Pak/dp/B000FXVBUK/ref=sr_1_5?s=sporting-goods&ie=UTF8&qid=1517905878&sr=1-5&keywords=mountain+house",NULL,"https://images-na.ssl-images-amazon.com/images/I/61C6JTu4KYL._SL1200_.jpg","https://www.amazon.com/Mountain-House-Lasagna-Sauce-Pro-Pak/dp/B000FXVBUK/ref=sr_1_5?s=sporting-goods&ie=UTF8&qid=1517905878&sr=1-5&keywords=mountain+house#customerReviews"
69,"ULTIMATE MRE, Meals Ready-to-Eat","Made to sustain US Military troops in combat, these are hands-down the best MREs available anywhere. Approximately 1250 calories per meal. Meals include a variety of tasty Asian, Mexican, Italian, traditional, and vegetarian cuisine. Includes a large assortment of snacks, deserts, coffee, cappuccino, milk shakes, and hot chocolate. Only Military MREs include an accessory pack with flavor enhancing seasonings, matches, toilet paper, and other survival essentials.","cooking",6,"https://www.amazon.com/ULTIMATE-Inspection-Western-Frontiers-Guarantee/dp/B01EDB3H2Y/ref=sr_1_3?s=sporting-goods&ie=UTF8&qid=1517906407&sr=1-3&keywords=mre",NULL,"https://images-na.ssl-images-amazon.com/images/I/91b87k7xpML._SL1500_.jpg","https://www.amazon.com/ULTIMATE-Inspection-Western-Frontiers-Guarantee/dp/B01EDB3H2Y/ref=sr_1_3?s=sporting-goods&ie=UTF8&qid=1517906407&sr=1-3&keywords=mre#customerReviews"
70,"Mountain House Just In Case...Essential Bucket","Convenient and easy-to-prepare, The Mountain House Essential assortment offers four pouches each of 3 entrees for backpacking, camping, emergency kits, and your long-term food storage. The clear, reusable bucket is an incredible solution to allowing these meals to be efficiently stored and organized for future times of need. From the Manufacturer Mountain House Just In Case long term buckets are easy to store buckets filled with our top selling items. These are perfect for emergency preparedness, camping, backpacking or at-home use.","foodandhydration",9,"https://www.amazon.com/Mountain-House-Just-Essential-Bucket/dp/B00955337I/ref=sr_1_9?s=sporting-goods&ie=UTF8&qid=1517905878&sr=1-9&keywords=mountain+house",NULL,"https://images-na.ssl-images-amazon.com/images/I/61882-xFPcL._SL1500_.jpg","https://www.amazon.com/Mountain-House-Just-Essential-Bucket/dp/B00955337I/ref=sr_1_9?s=sporting-goods&ie=UTF8&qid=1517905878&sr=1-9&keywords=mountain+house#customerReviews"
71,"Sea to Summit Delta Long-handled Spoon","For 2017, Sea to Summit's Delta Spoon has been stretched to a longer version.No more sticky knuckles as you stretch and scrape for the last morsels of food at the bottom of your food pack.","cooking",9,"https://www.amazon.com/Sea-Summit-Delta-Handled-Spoon/dp/B01LYZ0TQ1/ref=sr_1_12?s=sporting-goods&ie=UTF8&qid=1517906723&sr=1-12&keywords=long+handle+spoon",NULL,"https://images-na.ssl-images-amazon.com/images/I/41s4d09bDsL._SL1000_.jpg","https://www.amazon.com/Sea-Summit-Delta-Handled-Spoon/dp/B01LYZ0TQ1/ref=sr_1_12?s=sporting-goods&ie=UTF8&qid=1517906723&sr=1-12&keywords=long+handle+spoon#customerReviews"
72,"VICBAY 4 Pieces Stainless Steel Flatware Set","Always be ready for a meal on the go with this 4 piece stainless steel travel cutlery set featuring a spoon, fork, knife and chopsticks. The material is 304 ASTM standard food used stainless steel, no harm to human body. Whether you're traipsing around a city, hiking in the mountains, enjoying a picnic in the local park or on your lunch break at work, you can rely on these top-quality utensils wherever and whenever it's time to eat. Plus, having this durable cutlery set on standby ensures you won't have to settle for one of those flimsy plastic forks ever again. Presented in a stylish neoprene pouch, your cutlery will be kept clean and compactly stored throughout the day - so it won't rattle around in your bag. This cutlery is part of a unique new range of innovative travel kitchenware that's specially designed to be multi-purpose, lightweight, compact, durable and eco-friendly. No plastic knife, No plastic fork, No plastic chopsticks in your travel life anymore when you carry this 4pcs set, an effective way to save our earth.","cooking",8,"https://www.amazon.com/Cookware-Backpacking-Carrying-Lightweight-Aluminum/dp/B01MU938P5/ref=sr_1_5?s=sporting-goods&ie=UTF8&qid=1517906989&sr=1-5&keywords=camping+cutlery",NULL,"https://images-na.ssl-images-amazon.com/images/I/61WXeXf%2B3uL._SL1001_.jpg","https://www.amazon.com/Cookware-Backpacking-Carrying-Lightweight-Aluminum/dp/B01MU938P5/ref=sr_1_5?s=sporting-goods&ie=UTF8&qid=1517906989&sr=1-5&keywords=camping+cutlery#customerReviews"
